author_name,neurips_2019_affil
Giancarlo Kerg,MILA
Kyle Goyette,University of Montreal
Maximilian Puelma Touzel,Mila
Eugene Vorontsov,Polytechnique Montreal
Guillaume Lajoie,Université de Montréal / Mila
Pier Giuseppe Sessa,ETH Zürich
Ilija Bogunovic,ETH Zurich
Maryam Kamgarpour,ETH Zürich
Pierre Monteiller,ENS Ulm
Yao Fu,Columbia University
Yansong Feng,Peking University
Joshua  Allen,Microsoft
Bolin Ding,Alibaba Group
Harsha Nori,Microsoft
Sergey Yekhanin,Microsoft
Ching-Yi Hung,Academia Sinica
Cheng-Hao Tu,Academia Sinica
Cheng-En Wu,Academia Sinica
Chien-Hung Chen,Academia Sinica
Yi-Ming Chan,Academia Sinica
Chu-Song Chen,Academia Sinica
Asma Ghandeharioun,MIT
Judy Hanwen Shen,Massachusetts Institute of Technology / Microsoft
Natasha Jaques,MIT
Craig Ferguson,MIT
Noah Jones,MIT
Agata Lapedriza,Massachusetts Institute of Technology
Rosalind Picard,MIT Media Lab
Andrew Stirn,Columbia University
Tony Jebara,Spotify
David Knowles,Columbia University
XIA XIAO,University of Connecticut
Zigeng Wang,University of Connecticut
Eszter Vértes,"Gatsby Unit, UCL"
Mohamed Belghazi,University of Montreal
Maxime Oquab,Facebook AI Research
Renato Negrinho,Carnegie Mellon University
Matthew Gormley,Carnegie Mellon University
Darshan Patil,Carnegie Mellon University
Nghia Le,Carnegie Mellon University
Daniel Ferreira,TU Wien
Laura I Galindez Olascoaga,KU Leuven
Wannes Meert,K.U.Leuven
Marian Verhelst,KU Leuven
Pranjal Awasthi,Rutgers University/Google
Abhratanu Dutta,Northwestern University
Aravindan Vijayaraghavan,Northwestern University
Suhas Jayaram Subramanya,Carnegie Mellon University
Fnu Devvrit,University of Texas at Austin
Ravishankar Krishnawamy,Microsoft Research India
Chuang Wang,"Institute of Automation, Chinese Academy of Sciences"
Hong Hu,Harvard
Yue Lu,Harvard University
Igor Kuralenok,Experts League Ltd.
Vasilii Ershov,Yandex
Igor Labutin,Yandex
Sayak Ray Chowdhury,Indian Institute of Science
Victor Garcia Satorras,University of Amsterdam
Nathaniel Lahn,Virginia Tech
Deepika Mulchandani,Walmart Labs
Sharath Raghvendra,Virginia Tech
Chongli Qin,DeepMind
Sven Gowal,DeepMind
Dilip Krishnan,Google
Krishnamurthy Dvijotham,DeepMind
Soham De,DeepMind
Jiecao Chen,Google Research
Felix Xinnan Yu,Google Research
Shoichiro Yamaguchi,Preferred Networks
Yoh-ichi Mototake,Institute of Statistical Mathematics
Mirai Tanaka,The Institute of Statistical Mathematics / RIKEN
Jiechuan Jiang,Peking University
Zongqing Lu,Peking University
Qi Lei,University of Texas at Austin
JIACHENG ZHUO,University of Texas at Austin
Constantine Caramanis,UT Austin
Hermina Petric Maretic,EPFL
Mireille El Gheche,EPFL
Pascal Frossard,EPFL
Sunil Thulasidasan,Los Alamos National Laboratory & University of Washington
Gopinath Chennupati,Los Alamos National Laboratory
Jeff Bilmes,"University of Washington, Seattle"
Tanmoy Bhattacharya,Los Alamos National Laboratory
Sarah Michalak,Los Alamos National Laboratory
Qijia Jiang,Stanford University
Yin-Tat Lee,
Ajil Jalal,University of Texas at Austin
Viet Anh Nguyen,EPFL
Soroosh Shafieezadeh Abadeh,EPFL
Man-Chung Yue,The Hong Kong Polytechnic University
Daniel Kuhn,EPFL
Wolfram Wiesemann,Imperial College
Kirill Neklyudov,"Samsung AI Center, Moscow"
Evgenii Egorov,Skolkovo Institute of Science and Technology
Mehmet Fatih Sahin,École Polytechnique Fédérale de Lausanne
Ahmet Alacaoglu,EPFL
Maximilian Igl,University of Oxford
Yingzhen Li,Microsoft Research Cambridge
Sam Devlin,Microsoft Research
Emily Fertig,Google Research
Balaji Lakshminarayanan,Google DeepMind
D. Sculley,Google Research
Joshua Dillon,Google
Jie Ren,Google Brain
Vickram Rajendran,The Johns Hopkins University Applied Physics Lab
William LeVine,The Johns Hopkins University Applied Physics Lab
Ximing Qiao,Duke University
Yukun Yang,Duke University
Hai Li,Duke University
Paul Michel,"Carnegie Mellon University, Language Technologies Institute"
Graham Neubig,Carnegie Mellon University
Oliver Hamelijnck,The Alan Turing Institute
Kangrui Wang,The Alan Turing Institute
Adam Foster,University of Oxford
Martin Jankowiak,Uber AI Labs
Elias Bingham,Uber AI Labs
Paul Horsfall,Uber AI Labs
Thomas Rainforth,University of Oxford
Noah Goodman,Stanford University
Joshua Hanson,University of Illinois at Urbana-Champaign
Maxim Raginsky,University of Illinois at Urbana-Champaign
Matt Jordan,UT Austin
Justin Lewis,University of Texas at Austin
Sobhan Miryoosefi,Princeton University
Kianté Brantley,The University of Maryland College Park
Hal Daume III,Microsoft Research &      University of Maryland
Miro Dudik,Microsoft Research
Robert Schapire,MIcrosoft Research
Dirk van der Hoeven,Leiden University
Johannes Kirschner,ETH Zurich
Dan Schwartz,Carnegie Mellon University
Mariya Toneva,Carnegie Mellon University
Leila Wehbe,Carnegie Mellon University
Harm Van Seijen,Microsoft Research
Mehdi Fatemi,Microsoft Research
Arash Tavakoli,Imperial College London
Ciara Pike-Burke,Universitat Pompeu Fabra
Steffen Grunewalder,Lancaster
Matthew Sotoudeh,"University of California, Davis"
Aditya Thakur,"University of California, Davis"
Yingxiang Yang,University of Illinois at Urbana-Champaign
Haoxiang Wang,"University of Illinois, Urbana-Champaign"
Negar Kiyavash,EPFL
Bastian Alt,Technische Universität Darmstadt
Adrian Šošić,Merck KGaA
Deeksha Adil,University of Toronto
Richard Peng,Georgia Tech
Yanis Bahroun,Flatiron institute
Dmitri Chklovskii,"Flatiron Institute, Simons Foundation"
Anirvan Sengupta,Rutgers University
Kareem Amin,Google Research
Alex Kulesza,Google
Andres Munoz,Google
Sergei Vassilvitskii,Google
Mostafa Rahmani,Baidu Research
Robert Ness,Gamalon
Kaushal Paneri,Microsoft
Olga Vitek,Northeastern University
Sjoerd van Steenkiste,The Swiss AI Lab - IDSIA
Francesco Locatello,ETH Zürich - MPI Tübingen
Jürgen Schmidhuber,"Swiss AI Lab, IDSIA (USI & SUPSI) - NNAISENSE"
Olivier Bachem,Google Brain
Thijs Vogels,EPFL
Sai Praneeth Karimireddy,EPFL
Alp Yurtsever,EPFL
Olivier Fercoq,Telecom ParisTech
Honghao Li,Institut Curie
Vincent Cabeli,Institut Curie
Nadir Sella,Institut Curie
Herve Isambert,Institut Curie
David Clark,Columbia University
Jesse Livezey,Lawrence Berkeley National Laboratory
Kristofer Bouchard,Lawrence Berkeley National Laboratory
Dmitriy Katz,IBM Research
Karthikeyan Shanmugam,"IBM Research, NY"
Sara Magliacane,MIT-IBM Watson AI Lab
Murat Kocaoglu,MIT-IBM Watson AI Lab
Enric Boix Adsera,MIT
Guy Bresler,MIT
Junran Peng,CASIA
Ming Sun,sensetime.com
ZHAO-XIANG ZHANG,"Chinese Academy of Sciences, China"
Tieniu Tan,Chinese Academy of Sciences
Junjie Yan,Sensetime Group Limited
Jiefeng Chen,University of Wisconsin-Madison
Xi Wu,Google
Vaibhav Rastogi,University of Wisconsin-Madison
Miika Aittala,MIT CSAIL / NVIDIA
Prafull Sharma,MIT
Lukas Murmann,Massachusetts Institute of Technology
Adam Yedidia,Massachusetts Institute of Technology
Bill Freeman,MIT/Google
Fredo Durand,MIT
John Aslanides,DeepMind
Gabriele Cesa,University of Amsterdam
Saurabh Sihag,Rensselaer Polytechnic Institute
Ali Tajer,Rensselaer Polytechnic Institute
Cory Stephenson,Intel
Suchismita Padhy,Intel AI Lab
Oguz Elibol,Intel AI Lab
Hanlin Tang,Intel AI Products Group
SueYeon Chung,Columbia/MIT
Caroline Haimerl,New York University
Cristina Savin,NYU
Eero Simoncelli,HHMI / New York University
Othman El Balghiti,Columbia University
Adam Elmachtoub,Columbia University
Paul Grigas,UC Berkeley
Matthieu Jedor,ENS Paris-Saclay & Cdiscount
Jonathan Louedec,Cdiscount
Daniel Russo,Columbia University
Nishal Shah,Stanford University
Sasidhar Madugula,Stanford University
Pawel Hottowy,AGH University of Science and Technology in Kraków
Alexander Sher,"Santa Cruz Institute for Particle Physics, University of California, Santa Cruz"
Alan Litke,"Santa Cruz Institute for Particle Physics, University of California, Santa Cruz"
E.J. Chichilnisky,Stanford University
Kanthi Sarpatwar,IBM T. J. Watson Research Center
Venkata Sitaramagiridharganesh Ganapavarapu,IBM Research
Ashish Jagmohan,IBM Research
Roman Vaculin,IBM Research
Brendan O'Donoghue,DeepMind
Nicolò Pagliana,Università degli studi di Genova (DIMA)
Rémy Degenne,"Centrum Wiskunde & Informatica, Amsterdam"
Wouter Koolen,"Centrum Wiskunde & Informatica, Amsterdam"
Pierre Ménard,Institut de Mathématiques de Toulouse
Haibin YU,National University of Singapore
Yizhou Chen,National University of Singapore
Bryan Kian Hsiang Low,National University of Singapore
Patrick Jaillet,MIT
Benyamin Allahgholizadeh Haghi,California Institute of Technology
Spencer Kellis,California Institute of Technology
Sahil Shah,California Institute of Technology
Maitreyi Ashok,California Institute of Technology
Luke Bashford,California Institute of Technology
Daniel Kramer,University of Southern California
Brian Lee,University of Southern California
Charles Liu,University of Southern California
Richard Andersen,California Institute of Technology
Azita Emami,California Institute of Technology
Arun Verma,IIT Bombay
Manjesh Hanawal,Indian Institute of Technology Bombay
Arun Rajkumar,Indian Institute of Technology Madras
Raman Sankaran,LinkedIn
Brandon Anderson,University of Chicago
Truong Son Hy,The University of Chicago
Risi Kondor,U. Chicago
Andrey Malinin,Yandex Research
Mark Gales,University of Cambridge
Youwei Lyu,Beijing University of Posts and Telecommunications
Zhaopeng Cui,ETH Zurich
Si Li,Beijing University of Posts and Telecommunications
Marc Pollefeys,ETH Zurich
Yuzhe Ma,University of Wisconsin-Madison
Xuezhou Zhang,UW-Madison
Alix LHERITIER,Amadeus
Frederic Cazals,Inria
Rohith Kuditipudi,Duke University
Xiang Wang,Duke University
Yi Zhang,Princeton
Rong Ge,Duke University
Gabriele Abbati,University of Oxford
Stefan Bauer,MPI for Intelligent Systems
Charith Mendis,MIT
Cambridge Yang,MIT
Dr.Saman Amarasinghe,Massachusetts institute of technology
Michael Carbin,MIT
Runzhe Yang,Princeton University
Xingyuan Sun,Princeton University
Karthik Narasimhan,Princeton University
Geoff Pleiss,Cornell University
Stephen Tyree,NVIDIA
Dustin Tran,Google Brain
Mike Dusenberry,Google Brain
Danijar Hafner,Google
Thomas PIERROT,InstaDeep
Guillaume Ligner,InstaDeep
Scott Reed,Google DeepMind
Olivier Sigaud,Sorbonne University
Nicolas Perrin,"ISIR, Sorbonne Université"
Alexandre Laterre,InstaDeep
David Kas,InstaDeep
Karim Beguir,InstaDeep
Nando de Freitas,DeepMind
Nirandika Wanigasekara,National University of Singapore
Christina Yu,Cornell University
Debraj Basu,Adobe Inc.
Deepesh Data,UCLA
Can Karakus,Amazon Web Services
Suhas Diggavi,UCLA
Peter Liu,Google Brain
Ryan  Poplin,Google
Mark Depristo,Google
Keyon Vafa,Columbia University
Kumar Agrawal,Google AI Resident
Ben Poole,Google Brain
Zehua Zhang,Indiana University Bloomington
Vayer Titouan,IRISA
Rémi Flamary,Université Côte d'Azur
Nicolas Courty,"IRISA, Universite Bretagne-Sud"
Romain Tavenard,LETG-Rennes /  IRISA-Obelix
Laetitia Chapel,IRISA
Zhiqiang Xu,Baidu Inc.
Ligeng Zhu,MIT
Fanny Yang,"Stanford University, ETH Zurich"
Zuowen Wang,ETH Zurich
Christina Heinze-Deml,ETH Zurich
Spencer Frei,UCLA
Amir-massoud Farahmand,Vector Institute and University of Toronto
Wenbo Gong,University of Cambridge
Gauri Jagatap,Iowa State University
Chinmay Hegde,New York University
Soroush Nasiriany,UC Berkeley
Vitchyr Pong,UC Berkeley
Steven Lin,UC Berkeley
Sidharth Gupta,University of Illinois at Urbana-Champaign
Remi Gribonval,INRIA
Laurent Daudet,LightOn
Ivan Dokmanić,University of Basel
Ali Razavi,DeepMind
Pedro Mercado,University of Tübingen
Francesco Tudisco,University of Strathclyde
Yingying Li,Harvard University
Xin Chen,Harvard University
Na Li,Harvard University
Wei Ma,Carnegie Mellon University
George H Chen,Carnegie Mellon University
Kundan Kumar,"Lyrebird-AI, Mila"
Rithesh Kumar,Mila / Lyrebird
Thibault de Boissiere,Lyrebird
Lucas Gestin,Lyrebird
Wei Zhen Teoh,Lyrebird
Jose Sotelo,"MILA, Lyrebird"
Alexandre de Brébisson,"LYREBIRD, MILA"
Blossom Metevier,"University of Massachusetts, Amherst"
Stephen Giguere,"University of Massachusetts, Amherst"
Sarah Brockman,University of Massachusetts Amherst
Ari Kobren,UMass Amherst
Yuriy Brun,University of Massachusetts Amherst
Maher Nouiehed,American University of Beirut
Maziar Sanjabi,USC
Tianjian Huang,University of Southern California
Meisam Razaviyayn,University of Southern California
Yizhe Zhu,Rutgers University
Jianwen Xie,Hikvision
Zhiqiang Tang,Rutgers
Ahmed Elgammal,Rutgers University
Gregory Benton,New York University
Jayson Salkey,New York University
Julio Albinati,Microsoft
Rahul Kidambi,Cornell University
Coline Devin,UC Berkeley
Daniel Geng,UC Berkeley
Ehsan Amid,"University of California, Santa Cruz"
Manfred K. Warmuth,Google Brain
Ganlin Song,Yale University
Zhou Fan,Yale Univ
John Lafferty,Yale University
Yue Cao,Texas A&M University
Tianlong Chen,Texas A&M University
Yang Shen,Texas A&M University
Adarsh Prasad,Carnegie Mellon University
Victor Chernozhukov,MIT
Mert Demirer,MIT
Greg Lewis,Microsoft Research
Vasilis Syrgkanis,Microsoft Research
Fariba Yousefi,University of Sheffield
Michael T Smith,University of Sheffield
Mauricio Álvarez,University of Sheffield
Bulat Ibragimov,Yandex Research
Gleb Gusev,Yandex
Gagandeep Singh,ETH Zurich
Rupanshu Ganvir,ETH Zurich
Martin Vechev,"ETH Zurich, Switzerland"
Firoozeh Sepehr,University of Tennessee
Donatello Materassi,University of Minnesota
Andisheh Amrollahi,ETH Zurich
Amir Zandieh,epfl
Michael Kapralov,EPFL
Peng Chen,The University of Texas at Austin
Keyi Wu,The University of Texas at Austin
Joshua Chen,The University of Texas at Austin
Tom O'Leary-Roseberry,The University of Texas at Austin
Rachel Carrington,University of Nottingham
Karthik Bharath,University of Nottingham
Simon Preston,University of Nottingham
Uthaipon Tantipongpipat,Georgia Tech
Samira Samadi,Georgia Tech
Mohit Singh,Georgia Tech
Ravi Kumar,Google
Manish Purohit,Google
Zoya Svitkina,Google
Erik Vee,Google
Joshua Wang,Google
Samuel Ainsworth,University of Washington
Matt Barnes,University of Washington
Siddhartha Srinivasa,Amazon + University of Washington
Victor Lei,TripAdvisor
Miruna Oprescu,Microsoft Research
Maggie Hei,Microsoft
Keith Battocchi,Microsoft
Meena Jagadeesan,Harvard University
Tong Yu,Samsung Research America
Yilin Shen,Samsung Research America
Hongxia Jin,Samsung Research America
Joshua Robinson,MIT
Suvrit Sra,MIT
Ashok Cutkosky,Google Research
Francesco Orabona,Boston University
Nishant Subramani,AI Foundation
Kyunghyun Cho,New York University
Xueru Zhang,University of Michigan
Mohammadmahdi Khaliligarekani,university of michigan
Cem Tekin,Bilkent University
mingyan liu,"university of Michigan, Ann Arbor"
Digvijay Boob,Georgia Institute of Technology
Saurabh Sawlani,Georgia Institute of Technology
Anand Rajagopalan,Google
Claudio Gentile,Google Research
Matthieu SIMEONI,IBM Research / EPFL
Sepand Kashani,EPFL
Paul Hurley,Western Sydney University
Martin Vetterli,EPFL
Mislav Balunovic,ETH Zurich
Maximilian Baader,ETH Zürich
Timon Gehr,ETH Zurich
Yiming Ding,"University of California, Berkeley"
Carlos Florensa,UC Berkeley
Mariano Phielipp,Intel AI Labs
Jack Umenberger,Uppsala University
Mina Ferizbegovic,KTH Royal Institute of Technology
Thomas Schön,Uppsala University
Håkan Hjalmarsson,KTH
Ali Sadeghian,University of Florida
Mohammadreza Armandpour,Texas A&M University
Patrick Ding,Texas A&M University
Daisy Zhe Wang,Univeresity of Florida
Kwang-Sung Jun,U of Arizona
Melikasadat Emami,UCLA
Mojtaba Sahraee Ardakan,UCLA
Sundeep Rangan,NYU
Alyson Fletcher,UCLA
Samuel Greydanus,Oregon State University
Misko Dzamba,Freenome
Qiyang Li,University of Toronto
Saminul Haque,University of Toronto
Cem Anil,University of Toronto; Vector Institute
Dina Obeid,Harvard University
Cengiz Pehlevan,Harvard University
Nima Dehmamy,Northeastern University
Albert-Laszlo Barabasi,Northeastern University
Charlie Tang,Apple Inc.
Tristan Bepler,MIT
Ellen Zhong,Massachusetts Institute of Technology
Kotaro Kelley,New York Structural Biology Center
Edward Brignole,Massachusetts Institute of Technology
Bonnie Berger,MIT
Jingbo Liu,MIT
Philippe Rigollet,MIT
Yihao Feng,UT Austin
Jonas Mueller,Amazon Web Services
Matt Taddy,Chicago Booth
Eugene Bagdasaryan,"Cornell Tech, Cornell University"
Omid Poursaeed,Cornell University
Vitaly Shmatikov,Cornell University
Daniel Brooks,Thales - LIP6
Olivier Schwander,Sorbonne Université
Frederic Barbaresco,THALES LAND & AIR SYSTEMS
Jean-Yves Schneider,THALES LAND & AIR SYSTEMS
Yuan Wang,Carnegie Mellon University
Michael Tarr,Carnegie Mellon University
Adam Kosiorek,University of Oxford
Sara Sabour,Google
Rodrigo Toro Icarte,University of Toronto and Vector Institute
Ethan Waldie,University of Toronto & Palantir Technologies
Toryn Klassen,University of Toronto
Rick Valenzano,Element AI
Margarita Castro,University of Toronto
Sheila McIlraith,University of Toronto
Philip Bachman,Microsoft Research
William Buchwalter,Microsoft
Sam Wiseman,TTIC
Yoon Kim,Harvard University
Chulhee Yun,MIT
Ali Jadbabaie,MIT
Aaron Voelker,Applied Brain Research
Ivana Kajić,University of Waterloo
Chris Eliasmith,U of Waterloo
Maxime Gasse,Polytechnique Montréal
Didier Chetelat,Polytechnique Montreal
Nicola Ferroni,University of Bologna
Andrea Lodi,École Polytechnique Montréal
Hrayr Harutyunyan,USC Information Sciences Institute
Corey Lynch,Google Brain
Pierre Sermanet,Google Brain
Jingxiang Lin,University of Illinois at Urbana-Champaign
Unnat Jain,University of Illinois at Urbana Champaign
Niru Maheswaranathan,Google Brain
Alex Williams,Stanford University
Matthew Golub,Stanford University
David Sussillo,Google Inc.
Raphael Townshend,Stanford University
Rishi Bedi,System1 Biosciences
Patricia Suriana,Stanford University
Ron Dror,Stanford University
Yingdong Lu,IBM Research
Mark Squillante,IBM Research
Chai Wah Wu,IBM
Dan Hendrycks,UC Berkeley
Mantas Mazeika,University of Chicago
Saurav Kadavath,UC Berkeley
Dawn Song,UC Berkeley
Geoff Gordon,Microsoft
Eleanor Batty,Columbia University
Matthew Whiteway,Columbia University
Shreya Saxena,Columbia University
Dan Biderman,Columbia University
Taiga Abe,Columbia University
Simon Musall,Cold Spring Harbor Laboratory
Winthrop Gillis,Harvard Medical School
Jeffrey Markowitz,Harvard Medical School
Anne Churchland,Cold Spring Harbor Laboratory
Sandeep R Datta,Harvard Medical School
Yuge Shi,University of Oxford
Siddharth N,Unversity of Oxford
Philip  Torr,University of Oxford
Michalis Titsias,DeepMind
Muhammad Waleed Gondal,Max Planck Institute for Intelligent Systems
Manuel Wuthrich,Max Planck Institute for Intelligent Systems
Djordje Miladinovic,ETH Zurich
Martin  Breidt,MPI for Biological Cybernetics
Valentin Volchkov,Max Planck Institut for Intelligent Systems
Joel Akpo,Max Planck Institute for Intelligent Systems
Abhinav Verma,Rice University
Hoang Le,California Institute of Technology
Swarat Chaudhuri,Rice University
Zhiting Hu,Carnegie Mellon University
Bowen Tan,CMU
Tom Mitchell,Carnegie Mellon University
Aida Rahmattalabi,University of Southern California
Phebe Vayanos,University of Southern California
Anthony Fulginiti,University of Denver
Eric Rice,University of Southern California
Amulya Yadav,Pennsylvania State University
Pavithra Prabhakar,Kansas State University
Zahra Rahimi Afzal,Kansas State University
Arturs Backurs,MIT
Tal Wagner,MIT
Parikshit Gopalan,VMware Research
Vatsal Sharan,Stanford University
Udi Wieder,VMware Research
John Ingraham,MIT
Regina Barzilay,Massachusetts Institute of Technology
Randall Balestriero,Rice University
Romain Cosentino,Rice University
Behnaam Aazhang,Rice University
Richard Baraniuk,Rice University
Ke Li,UC Berkeley
Tianhao Zhang,Nanjing University
Jitendra Malik,University of California at Berkley
Fushan Li,University of Alberta
Michael Bowling,University of Alberta / DeepMind
Anthony Ndirango,Intel AI Lab
Tyler Lee,Intel AI Lab
Alexey Ignatiev,"Reason Lab, Faculty of Sciences, University of Lisbon"
Nina Narodytska,VMmare Research
Joao Marques-Silva,"ANITI, Federal University of Toulouse Midi-Pyrénées"
Zhengdao Chen,New York University
Soledad Villar,New York University
Lei Chen,New York University
Hosein Hasani,Sharif University of Technology
Mahdieh Soleymani,Sharif University of Technology
Hamid Aghajan,"Sharif University of Technology and iMinds, Gent University,"
Da Xu,Walmart Labs
Chuanwei Ruan,Walmart Labs
Evren Korpeoglu,Walmart Labs
Sushant Kumar,Walmart Labs
Kannan Achan,Walmart Labs
Cun-Hui Zhang,Rutgers
Mohammad Reza Keshtkaran,Georgia Tech and Emory University
Chethan Pandarinath,Emory University and Georgia Tech
Michael I. Jordan,UC Berkeley
Pradeep K. Ravikumar,Carnegie Mellon University
Inderjit S. Dhillon,UT Austin
Ruslan R. Salakhutdinov,Carnegie Mellon University
Jonathan W. Pillow,Princeton University
Eric P. Xing,Carnegie Mellon University
Nati Srebro,University of Chicago
Percy S. Liang,Stanford University
Ryan P. Adams,Princeton University
